"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
1908	0	"robbery fool studies house uncle"	"en"	"Stealing Harvard"	7.321181	2002-09-13	0	85	4.4	46	"Drama"	2002	9	13	"Jason Lee"	"male"	"Bruce"	"male"
2581	1.5e+07	"suicide sex island nightmare chase"	"en"	"Disturbing Behavior"	9.378688	1998-07-24	17507368	84	5.5	104	"Fiction"	1998	7	24	"James Marsden"	"male"	"David"	"male"
2706	1.4e+07	"france revolution biography president history"	"en"	"Jefferson in Paris"	0.900442	1995-03-31	2474000	139	5.2	10	"Drama"	1995	3	31	"Nick Nolte"	"male"	"James"	"male"
3244	0	"revenge african american dating"	"en"	"A Thin Line Between Love and Hate"	2.088251	1996-04-04	0	108	5.7	15	"Comedy"	1996	4	4	"Lynn Whitfield"	"female"	"Martin"	"male"
1867	2.5e+07	"sex aquarium nudity one-night stand bride"	"en"	"Good Luck Chuck"	21.729434	2007-09-21	59192128	101	5.5	444	"Drama"	2007	9	21	"Dane Cook"	"male"	"Mark"	"male"
4278	0	"musical"	"en"	"Neal 'n' Nikki"	0.285131	2005-12-09	0	122	2.3	4	"Comedy"	2005	12	9	"Uday Chopra"	"male"	"Arjun"	"male"
1721	2.8e+07	"pizza delivery adventure pizza boy number in title comedy"	"en"	"30 Minutes or Less"	25.039383	2011-08-11	40547440	83	5.6	531	"Comedy"	2011	8	11	"Jesse Eisenberg"	"male"	"Ruben"	"male"
4218	1500000	"childhood memory uniform independent film private tryst"	"en"	"The Squid and the Whale"	13.788054	2005-10-05	11098131	81	6.9	226	"Drama"	2005	10	5	"Jeff Daniels"	"male"	"Noah"	"male"
762	6e+07	"assassin loss of family autism fbi bangkok"	"en"	"Mercury Rising"	18.877795	1998-04-03	0	111	6	368	"Drama"	1998	4	3	"Bruce Willis"	"male"	"Harold"	"male"
2364	0	NA	"en"	"Being Julia"	1.946634	2004-09-03	0	104	6.4	23	"Drama"	2004	9	3	"Michael Gambon"	"male"	"Istv\u00e1n"	NA
3687	4	"woman director"	"en"	"Without Men"	0.28076	2011-06-29	0	83	4.6	8	"Comedy"	2011	6	29	"Eva Longoria"	"female"	"Gabriela"	"female"
2528	1.5e+07	"duringcreditsstinger"	"en"	"Bad Grandpa"	27.165222	2013-10-22	151831537	92	6	680	"Comedy"	2013	10	22	"Johnny Knoxville"	"male"	"Jeff"	"male"
2728	13400000	NA	"en"	"The Last Godfather"	0.680753	2010-12-29	16700000	100	4.7	7	"Comedy"	2010	12	29	"Harvey Keitel"	"male"	"Shim"	NA
4518	5e+05	"train station new jersey small person friendship newfoundland"	"en"	"The Station Agent"	11.578545	2003-01-26	8679814	88	7.4	210	"Drama"	2003	1	26	"Peter Dinklage"	"male"	"Tom"	"male"
751	78146652	"spy"	"en"	"Duplicity"	13.630049	2009-03-19	6e+07	125	5.7	201	"Comedy"	2009	3	19	"Clive Owen"	"male"	"Tony"	"male"
756	6e+07	"california assassin infidelity fetish hitman"	"en"	"Intolerable Cruelty"	22.620125	2003-09-02	119940815	100	5.8	391	"Comedy"	2003	9	2	"George Clooney"	"male"	"Joel"	"male"
3495	6e+06	"american football loss of brother funeral sport prayer"	"en"	"The 5th Quarter"	0.215464	2011-03-25	399611	97	4.7	12	"Drama"	2011	3	25	"Aidan Quinn"	"male"	"Rick"	"male"
1049	4.5e+07	"assassination assassin repayment ira jack ryan"	"en"	"Patriot Games"	19.637704	1992-06-04	178051587	117	6.3	433	"Drama"	1992	6	4	"Harrison Ford"	"male"	"Phillip"	"male"
2214	2e+07	"gay dance architect artist tango"	"en"	"Three to Tango"	7.553773	1999-10-22	0	98	5.4	62	"Comedy"	1999	10	22	"Matthew Perry"	"male"	"Damon"	"male"
1857	0	"kids and family"	"en"	"Rugrats Go Wild"	8.255708	2003-06-13	0	84	5.6	61	"Family"	2003	6	13	"E.G. Daily"	NA	"Norton"	"male"
805	5.7e+07	"monk eastern europe skeleton biker marvel comic"	"en"	"Ghost Rider: Spirit of Vengeance"	48.622278	2011-12-10	149217355	95	4.7	1135	"Thriller"	2011	12	10	"Nicolas Cage"	"male"	"Brian"	"male"
6	2.6e+08	"hostage magic horse fairy tale musical"	"en"	"Tangled"	48.681969	2010-11-24	591794936	100	7.4	3330	"Family"	2010	11	24	"Zachary Levi"	"male"	"Byron"	"male"
3496	0	"return suppressed past bourgeoisie mayor elections suspense"	"fr"	"The Flower of Evil"	1.229667	2003-02-09	0	104	5.7	10	"Drama"	2003	2	9	"Beno\u00eet Magimel"	NA	"Claude"	"male"
1826	2.5e+07	"helicopter monster skyscraper fight camcorder"	"en"	"Cloverfield"	46.942396	2008-01-15	170764026	85	6.4	2251	"Thriller"	2008	1	15	"Lizzy Caplan"	"female"	"Matt"	"male"
4387	650000	"pop culture fan culture documentary toys"	"en"	"A LEGO Brickumentary"	1.631274	2015-07-31	0	93	6.4	55	"Documentary"	2015	7	31	"Jason Bateman"	"male"	"Kief"	"male"
4160	0	NA	"en"	"Northfork"	1.980265	2003-01-01	0	103	6.7	24	"Drama"	2003	1	1	"James Woods"	"male"	"Michael"	"male"
699	6e+07	"competition success kindergarten children unemployment"	"en"	"Daddy Day Care"	18.106021	2003-05-03	164433867	92	5.6	506	"Comedy"	2003	5	3	"Eddie Murphy"	"male"	"Steve"	"male"
1471	41677699	"mother fish cliff father mermaid"	"ja"	"Ponyo"	39.58676	2008-07-19	187479518	100	7.5	926	"Family"	2008	7	19	"Yuria Nara"	"female"	"Hayao"	NA
2676	1.4e+07	"college murder urban legend slasher killer"	"en"	"Urban Legend"	12.159009	1998-09-25	72527595	99	5.6	290	"Thriller"	1998	9	25	"Alicia Witt"	"female"	"Jamie"	"female"
2182	0	NA	"en"	"Pooh's Heffalump Movie"	9.03154	2005-02-11	0	68	6.4	88	"Family"	2005	2	11	"Jim Cummings"	"male"	"Frank"	"male"
4135	0	"hearing gang of thieves organized crime"	"en"	"Gangster's Paradise: Jerusalema"	1.717376	2008-02-11	0	120	6.8	16	"Drama"	2008	2	11	"Daniel Buckland"	"male"	"Ralph"	"male"
455	7.5e+07	"new york cia helicopter assassin secret"	"en"	"Conspiracy Theory"	22.179658	1997-08-07	136982834	135	6.5	431	"Drama"	1997	8	7	"Mel Gibson"	"male"	"Richard"	"male"
4629	3e+05	NA	"en"	"Some Guy Who Kills People"	2.733725	2011-04-14	0	97	5.7	45	"Comedy"	2011	4	14	"Kevin Corrigan"	"male"	"Jack"	"male"
1449	3.5e+07	"riddle rome vatican secret organization investigation"	"en"	"The Order"	3.746806	2003-09-05	11560806	102	4.8	91	"Drama"	2003	9	5	"Heath Ledger"	"male"	"Brian"	"male"
1916	2.5e+07	"skateboarding success independent film woman director"	"en"	"Lords of Dogtown"	8.127728	2005-06-03	13411957	107	7	210	"Drama"	2005	6	3	"Emile Hirsch"	"male"	"Catherine"	"female"
266	1.2e+08	"suicide artificial intelligence man vs machine chicago based on novel"	"en"	"I, Robot"	95.914473	2004-07-15	347234916	115	6.7	3793	"Action"	2004	7	15	"Will Smith"	"male"	"Alex"	"male"
3417	4e+06	"slum police brutality brazilian war on drugs rio de janeiro"	"pt"	"Elite Squad"	23.604936	2007-10-12	0	115	7.8	504	"Drama"	2007	10	12	"Wagner Moura"	"male"	"Jos\u00e9"	NA
3773	0	"becoming an adult thumb first time hypnosis thumb sucking"	"en"	"Thumbsucker"	4.757625	2005-01-23	1919197	96	6.1	67	"Drama"	2005	1	23	"Lou Taylor"	"female"	"Mike"	"male"
4367	1e+06	"gay roommate male friendship in vitro fertilisation romantic comedy"	"en"	"The Broken Hearts Club: A Romantic Comedy"	3.424158	2000-02-01	1744858	94	6.3	25	"Drama"	2000	2	1	"Ben Weber"	"male"	"Greg"	"male"
3530	6e+06	"pornography sex sex addiction male female relationship internet porn"	"en"	"Don Jon"	33.296684	2013-07-26	0	90	5.9	1671	"Drama"	2013	7	26	"Joseph Gordon-Levitt"	"male"	"Joseph"	"male"
4732	0	"london england countryside rape sex trauma"	"en"	"Straightheads"	8.302951	2007-04-27	0	88	5.2	40	"Thriller"	2007	4	27	"Gillian Anderson"	"female"	"Dan"	"male"
4541	0	NA	"en"	"The Slaughter Rule"	1.390909	2002-01-01	0	112	6.2	9	"Drama"	2002	1	1	"Ryan Gosling"	"male"	"Alex"	"male"
2394	1.8e+07	"adoption werewolf"	"en"	"Wolves"	7.922639	2014-08-28	0	90	5.7	82	"Action"	2014	8	28	"Jason Momoa"	"male"	"David"	"male"
83	2.7e+07	NA	"en"	"The Lovers"	2.418535	2015-02-13	0	109	4.8	34	"Action"	2015	2	13	"Josh Hartnett"	"male"	"Roland"	"male"
1433	3.5e+07	"islam sex loyalty bravery army"	"en"	"The Four Feathers"	10.10364	2002-09-08	29882645	132	6.5	159	"Drama"	2002	9	8	"Heath Ledger"	"male"	"Shekhar"	NA
1786	2.6e+07	"life and death afterlife swing memory medical student"	"en"	"Flatliners"	24.114459	1990-08-09	61489265	115	6.3	404	"Drama"	1990	8	9	"Kiefer Sutherland"	"male"	"Joel"	"male"
960	5e+07	"imaginary friend outcast"	"en"	"The Adventures of Sharkboy and Lavagirl"	12.31101	2005-06-10	69425966	92	4.4	269	"Adventure"	2005	6	10	"Taylor Lautner"	"female"	"Robert"	"male"
2427	0	NA	"en"	"The Adventures of Elmo in Grouchland"	3.09159	1999-10-01	0	73	6.3	14	"Family"	1999	10	1	"Kevin Clash"	"male"	"Gary"	"male"
3193	6e+06	NA	"fr"	"Barbecue"	5.119593	2014-04-30	14348529	98	5.8	214	"Comedy"	2014	4	30	"Lambert Wilson"	"male"	"Eric"	"male"
3475	0	"mexico organized crime drug lord padre aftercreditsstinger"	"en"	"Casa De Mi Padre"	5.754416	2012-03-15	0	84	5.5	103	"Comedy"	2012	3	15	"Will Ferrell"	"male"	"Matt"	"male"
414	8.4e+07	"amateur detective voodoo resort crime solving"	"en"	"Scooby-Doo"	31.435539	2002-06-14	275650703	88	5.4	820	"Comedy"	2002	6	14	"Freddie Prinze"	"male"	"Raja"	"male"
2846	1.2e+07	"female friendship mermaid teenager woman director"	"en"	"Aquamarine"	16.931846	2006-03-03	23006849	104	5.8	364	"Comedy"	2006	3	3	"Emma Roberts"	"female"	"Elizabeth"	"female"
1173	3.5e+07	"intern woman director"	"en"	"The Intern"	53.114573	2015-09-24	194564672	121	7.1	1881	"Comedy"	2015	9	24	"Robert De"	"male"	"Nancy"	"female"
4262	1	NA	"en"	"Incident at Loch Ness"	1.452152	2004-12-17	0	94	5.9	18	"Comedy"	2004	12	17	"Werner Herzog"	"male"	"Zak"	"male"
4631	250000	"new jersey coming out love of one's life bisexuality menage a trois"	"en"	"Chasing Amy"	20.601483	1997-04-04	12021272	113	6.7	433	"Drama"	1997	4	4	"Ben Affleck"	"male"	"Kevin"	"male"
2827	1.2e+07	"dancing women sex karaoke dream"	"en"	"Crossroads"	6.703319	2002-02-15	61141030	93	4.7	158	"Drama"	2002	2	15	"Britney Spears"	"female"	"Tamra"	"female"
4121	0	"transporter sport friends nottingham"	"en"	"24 7: Twenty Four Seven"	0.744406	1997-08-31	0	96	6.3	10	"Drama"	1997	8	31	"Bob Hoskins"	"male"	"Shane"	"male"
4234	1500000	"schizophrenia lunatic asylum psychology relation coin"	"en"	"Session 9"	11.064228	2001-08-10	373967	100	6.2	251	"Horror"	2001	8	10	"Peter Mullan"	"male"	"Brad"	"male"
2622	1.5e+07	"woman director"	"en"	"The In Crowd"	0.249245	2000-07-19	5217498	105	4.7	15	"Thriller"	2000	7	19	"Susan Ward"	"female"	"Mary"	"female"
880	6.7e+07	"exploitation slasher zombie killer"	"en"	"Grindhouse"	16.637642	2007-04-06	25037897	191	6.8	459	"Thriller"	2007	4	6	"Kurt Russell"	"male"	"Robert"	"male"
2212	2e+07	"heist betrayal dirty cop"	"en"	"Triple 9"	29.371987	2016-02-19	12639297	115	5.6	797	"Thriller"	2016	2	19	"Casey Affleck"	"male"	"John"	"male"
26	2.5e+08	"civil war war marvel comic sequel superhero"	"en"	"Captain America: Civil War"	198.372395	2016-04-27	1153304495	147	7.1	7241	"Action"	2016	4	27	"Chris Evans"	"male"	"Anthony"	"male"
2626	2.5e+07	"teenager attic knitting needle noise complaint crawling hand"	"en"	"Idle Hands"	8.583217	1999-04-30	4152230	92	6.1	182	"Comedy"	1999	4	30	"Devon Sawa"	"male"	"Rodman"	"male"
3795	650000	"male nudity canada vampire"	"en"	"Stake Land"	12.496261	2010-09-30	33245	98	6.2	285	"Drama"	2010	9	30	"Danielle Harris"	"female"	"Jim"	"male"
3372	7	"flooding futuristic police detective"	"en"	"Split Second"	4.857028	1992-05-01	5	90	5.7	63	"Thriller"	1992	5	1	"Rutger Hauer"	"male"	"Tony"	"male"
742	6e+07	"based on novel stop motion father daughter relationship unlikely friendship duringcreditsstinger"	"en"	"The Boxtrolls"	30.656345	2014-09-10	108255770	97	6.6	668	"Comedy"	2014	9	10	"Ben Kingsley"	"male"	"Anthony"	"male"
75	1.75e+08	"ocean tattoo mutant water dystopia"	"en"	"Waterworld"	44.640292	1995-07-28	264218220	135	5.9	992	"Action"	1995	7	28	"Kevin Costner"	"male"	"Kevin"	"male"
2915	0	"brazilian drama thriller"	"pt"	"Trash"	14.637357	2014-10-09	0	112	7.1	242	"Drama"	2014	10	9	"Rickson Tevez"	"male"	"Stephen"	"male"
3712	0	"royal court overbearing father harpsichord 18th century"	"fr"	"Mozart's Sister"	0.774442	2010-06-09	0	120	6.2	13	"Drama"	2010	6	9	"Marie F\u00e9ret"	"female"	"Ren\u00e9"	NA
401	6.8e+07	"winter sniper world war ii stalingrad"	"en"	"Enemy at the Gates"	41.273567	2001-03-13	96976270	131	7.2	999	"War"	2001	3	13	"Jude Law"	"male"	"Jean-Jacques"	NA
2320	1.6e+07	"airplane the rapture remake pilot hero"	"en"	"Left Behind"	33.452469	2014-10-03	19682924	110	3.7	392	"Thriller"	2014	10	3	"Nicolas Cage"	"male"	"Vic"	"male"
2670	0	NA	"en"	"Broken Horses"	4.289676	2015-03-15	0	101	5	10	"Drama"	2015	3	15	"Mar\u00eda Valverde"	NA	"Vidhu"	NA
116	1.5e+08	"saving the world lost civilisation post-apocalyptic dystopia matter of life and death"	"en"	"I Am Legend"	70.867401	2007-12-14	585349010	101	6.9	4853	"Drama"	2007	12	14	"Will Smith"	"male"	"Francis"	"male"
3281	0	"barbarian underwater trapped sea monster woman director"	"en"	"The Secret of Kells"	10.621353	2009-02-09	0	75	7.3	181	"Family"	2009	2	9	"Evan McGuire"	"male"	"Tomm"	"male"
2025	2.2e+07	"france based on novel indian lead restaurant family"	"en"	"The Hundred-Foot Journey"	27.898438	2014-08-06	88880821	122	7.3	508	"Drama"	2014	8	6	"Helen Mirren"	"female"	"Lasse"	"male"
2105	2e+07	"whip kidnapping slavery plantation night shift"	"en"	"12 Years a Slave"	95.9229	2013-10-18	1.87e+08	134	7.9	3674	"Drama"	2013	10	18	"Chiwetel Ejiofor"	NA	"Steve"	"male"
3662	5e+06	"father son relationship rock band grieving father"	"en"	"Rudderless"	10.619574	2014-10-17	0	105	7.4	105	"Drama"	2014	10	17	"Billy Crudup"	"male"	"William"	"male"
999	6e+07	"noises alien life-form erection neue frau alien"	"en"	"What Planet Are You From?"	2.275331	2000-03-03	0	105	5.4	37	"Drama"	2000	3	3	"Garry Shandling"	"male"	"Mike"	"male"
1348	3.7e+07	"love triangle hawaii satellite military duringcreditsstinger"	"en"	"Aloha"	29.652536	2015-05-27	26250020	105	5.2	692	"Drama"	2015	5	27	"Bradley Cooper"	"male"	"Cameron"	"male"
2113	2e+07	"date diary parents-in-law bridegroom wedding"	"en"	"Date Movie"	10.098722	2006-02-17	48548426	83	3.6	222	"Comedy"	2006	2	17	"Alyson Hannigan"	"female"	"Jason"	"male"
4797	0	NA	"en"	"Cavite"	0.022173	2005-03-12	0	80	7.5	2	"Thriller"	2005	3	12	NA	NA	"Neill"	"male"
3258	8e+06	"suicide sex jealousy dream blackmail"	"en"	"The Good Girl"	9.799177	2002-01-12	16856124	93	6.1	181	"Drama"	2002	1	12	"Jennifer Aniston"	"female"	"Miguel"	"male"
909	5.2e+07	"biography based on true story single mother water pollution environmental law"	"en"	"Erin Brockovich"	30.347332	2000-03-17	256271286	131	7.1	716	"Drama"	2000	3	17	"Julia Roberts"	"female"	"Steven"	"male"
2472	1.6e+07	"beauty salon divorce woman director"	"en"	"The Women"	8.8321	2008-09-12	50007546	114	4.6	96	"Drama"	2008	9	12	"Cloris Leachman"	"female"	"Diane"	"female"
2293	2e+07	"terror biological weapon cover-up splatter duringcreditsstinger"	"en"	"The Crazies"	28.867568	2010-02-26	54956140	101	6.2	633	"Action"	2010	2	26	"Timothy Olyphant"	"male"	"Breck"	"male"
787	8e+07	"based on novel world war ii prisoners of war narration archive footage"	"en"	"The Great Raid"	8.923215	2005-08-12	10166502	132	6.8	91	"Action"	2005	8	12	"Benjamin Bratt"	"male"	"John"	"male"
3166	9e+06	NA	"en"	"The Best Man"	3.951041	1999-10-22	34573780	120	6.8	38	"Drama"	1999	10	22	"Nia Long"	"female"	"Malcolm"	"male"
603	7e+07	"sheriff rain evacuation armored car crook"	"en"	"Hard Rain"	10.930537	1998-01-16	19870567	97	5.5	179	"Thriller"	1998	1	16	"Morgan Freeman"	"female"	"Mikael"	"male"
3054	1e+07	"diary romantic comedy death of lover spirit death by accident"	"en"	"Over Her Dead Body"	12.067921	2008-02-01	0	95	5.3	145	"Comedy"	2008	2	1	"Eva Longoria"	"female"	"Jeff"	"male"
192	1.3e+08	"missionary world war ii ranch australia british"	"en"	"Australia"	28.840997	2008-11-18	49554002	165	6.3	694	"Drama"	2008	11	18	"Nicole Kidman"	"female"	"Baz"	NA
2262	0	"little boy ufo extraterrestrial"	"cn"	"CJ7"	12.373248	2008-01-30	47301471	86	6.1	107	"Drama"	2008	1	30	"Stephen Chow"	"male"	"Stephen"	"male"
2028	2.2e+07	"biography resurrection"	"en"	"Son of God"	9.175762	2014-02-28	67800064	138	5.9	83	"Drama"	2014	2	28	"Roma Downey"	"female"	"Christopher"	"male"
4496	60000	"witch voodoo legend sorcery maryland"	"en"	"The Blair Witch Project"	41.690578	1999-07-14	2.48e+08	81	6.3	1055	"Horror"	1999	7	14	"Michael C."	"male"	"Daniel"	"male"
2470	1.5e+07	"loss of parents karate fighter revenge hong kong"	"en"	"Double Impact"	10.484642	1991-08-10	30102717	110	5.3	215	"Drama"	1991	8	10	"Jean-Claude Van"	NA	"Sheldon"	"male"
4561	0	"woman director"	"en"	"Born to Fly: Elizabeth Streb vs. Gravity"	0.069244	2014-03-08	0	82	5	1	"Documentary"	2014	3	8	"Elizabeth Streb"	"female"	"Catherine"	"female"
499	7.9e+07	"duringcreditsstinger"	"en"	"Jack and Jill"	22.132418	2011-11-11	149673788	91	4.1	604	"Comedy"	2011	11	11	"Adam Sandler"	"male"	"Dennis"	"male"
3301	0	"london england flower shop homosexuality lesbian lgbt"	"en"	"Imagine Me & You"	9.100352	2005-02-01	2455831	93	7	177	"Drama"	2005	2	1	"Piper Perabo"	"female"	"Ol"	NA
3714	4500000	NA	"cn"	"Exiled"	8.48639	2006-09-06	0	110	7	46	"Thriller"	2006	9	6	"Anthony Wong"	"male"	"Johnnie"	"male"
1693	1.2e+07	"baby puppet filmdreh murder killer doll"	"en"	"Seed of Chucky"	12.653831	2004-11-11	24829644	87	4.9	287	"Drama"	2004	11	11	"Brad Dourif"	"male"	"Don"	"male"
1429	5.6e+07	"mayor investigation politics ex-cop revenge"	"en"	"Broken City"	29.490057	2013-01-18	19701164	109	5.7	593	"Drama"	2013	1	18	"Mark Wahlberg"	"male"	"Allen"	"male"
869	5.4e+07	"roommate love of one's life newlywed"	"en"	"You, Me and Dupree"	18.600367	2006-07-14	130431368	108	5.4	407	"Comedy"	2006	7	14	"Kate Hudson"	"female"	"Anthony"	"male"
3156	0	"1970s human animal relationship australia grief search"	"en"	"Red Dog"	5.499412	2011-08-04	0	92	7.1	83	"Drama"	2011	8	4	"Josh Lucas"	"male"	"Kriv"	NA
2240	2e+07	"corruption capitalism winter american dream immigrant"	"en"	"A Most Violent Year"	37.629309	2014-12-30	12007070	125	6.5	546	"Drama"	2014	12	30	"Oscar Isaac"	"male"	"J.C."	NA
3836	0	NA	"en"	"I Got the Hook Up"	0.593068	1998-05-27	0	93	5.4	8	"Comedy"	1998	5	27	"Master P"	"male"	"Michael"	"male"
2416	1.7e+07	"based on novel love beautiful woman curse teenager"	"en"	"Beastly"	24.054062	2011-01-21	43165571	86	6	849	"Drama"	2011	1	21	"Alex Pettyfer"	"male"	"Daniel"	"male"
2097	3.2e+07	"car journey macho road trip children pretty woman"	"en"	"Are We There Yet?"	13.590677	2005-01-20	97918663	95	5.2	221	"Comedy"	2005	1	20	"Ice Cube"	NA	"Brian"	"male"
1599	2.5e+07	"san francisco immortality love forever"	"en"	"The Age of Adaline"	82.052056	2015-04-16	65663276	112	7.4	1990	"Drama"	2015	4	16	"Blake Lively"	"male"	"Lee"	"male"
2987	1e+07	"sports team sport ice hockey hockey game winning"	"en"	"The Mighty Ducks"	8.932837	1992-10-01	50752337	101	6.4	198	"Comedy"	1992	10	1	"Emilio Estevez"	"male"	"Stephen"	"male"
3111	0	"video game mafia police academy moscow commandant"	"en"	"Police Academy: Mission to Moscow"	11.946898	1994-06-09	126247	83	4.1	178	"Comedy"	1994	6	9	"George Gaynes"	"male"	"Alan"	"male"
2281	1.9e+07	"jealousy cinderella work step mother high school"	"en"	"A Cinderella Story"	25.28132	2004-07-10	70067909	95	6.1	713	"Comedy"	2004	7	10	"Hilary Duff"	"female"	"Mark"	"male"
1504	3.5e+07	"adoption marriage divorce birth mother"	"en"	"The Big Wedding"	18.84332	2013-04-25	21819348	90	5.7	414	"Comedy"	2013	4	25	"Robert De"	"male"	"Justin"	"male"
561	74500000	"brother brother relationship loss of brother cambodia chase tiger"	"en"	"Two Brothers"	8.884318	2004-04-07	62172050	109	6.9	180	"Drama"	2004	4	7	"Ma\u00ef Anh"	NA	"Jean-Jacques"	NA
1466	3.5e+07	"europe business trip"	"en"	"Unfinished Business"	16.832312	2015-03-05	14431253	91	5	320	"Comedy"	2015	3	5	"Vince Vaughn"	"male"	"Ken"	"male"
1920	2.5e+07	"bank training beating mixed martial arts teacher"	"en"	"Warrior"	51.915025	2011-09-09	23057115	140	7.7	1272	"Drama"	2011	9	9	"Tom Hardy"	"male"	"Gavin"	"male"
1651	0	"based on novel suicide attempt dream kidnapping victim of murder"	"en"	"In Dreams"	3.226243	1999-01-15	0	100	5.4	44	"Drama"	1999	1	15	"Annette Bening"	"female"	"Neil"	"male"
4241	1500000	"independent film"	"en"	"The Salon"	2.02817	2005-01-13	0	0	3.5	1	"Comedy"	2005	1	13	"Dondre Whitfield"	"male"	"Mark"	"male"
4528	5e+05	"suicide alcohol secret birthday lake"	"en"	"Mean Creek"	8.519202	2004-01-15	603943	90	6.9	106	"Drama"	2004	1	15	"Rory Culkin"	"male"	"Jacob"	"male"
2597	0	"grifter con big con con game premarital sex"	"en"	"Confidence"	9.87419	2003-04-25	0	97	6.4	126	"Comedy"	2003	4	25	"Edward Burns"	"male"	"James"	"male"
2766	0	"lovesickness niagara falls crush youth illness"	"en"	"Bubble Boy"	10.131123	2001-08-24	0	84	5.1	163	"Drama"	2001	8	24	"Jake Gyllenhaal"	"male"	"Blair"	"male"
3730	0	"space colony space travel simulated reality  spaceship suspense"	"de"	"Cargo"	10.142218	2009-09-24	0	120	5.9	140	"Thriller"	2009	9	24	"Martin Rapold"	"male"	"Ivan"	"male"
4614	0	"independent film"	"en"	"3 Backyards"	0.17817	2010-01-01	0	88	4.8	4	"Drama"	2010	1	1	"Edie Falco"	"female"	"Eric"	"male"
4080	2e+06	"supernatural remake suspense beer bottle real time"	"en"	"Silent House"	11.66632	2011-01-21	13101672	85	5.2	125	"Horror"	2011	1	21	"Elizabeth Olsen"	"female"	"Chris"	"male"
668	4.3e+07	"martial arts based on comic book female assassin spin off"	"en"	"Elektra"	28.613892	2005-01-13	56681566	97	4.8	575	"Action"	2005	1	13	"Jennifer Garner"	"female"	"Rob"	"male"
1593	3e+07	"duringcreditsstinger"	"en"	"The Three Stooges"	14.585968	2012-04-13	54819301	92	4.9	140	"Comedy"	2012	4	13	"Sean Hayes"	"male"	"Bobby"	"male"
3934	2962051	"new york sex drug abuse homeless person new love"	"en"	"Basquiat"	3.636634	1996-08-09	3011195	108	6.6	94	"Drama"	1996	8	9	"Jeffrey Wright"	"male"	"Julian"	"male"
4029	0	"independent film"	"en"	"8: The Mormon Proposition"	0.424957	2010-01-01	0	80	5.5	6	"Documentary"	2010	1	1	"Rocky Mayor"	"male"	"Reed"	"male"
230	1.2e+08	"senate investigation army death star jedi"	"en"	"Star Wars: Episode II - Attack of the Clones"	43.987061	2002-05-15	649398328	142	6.4	3992	"Action"	2002	5	15	"Ewan McGregor"	"male"	"George"	"male"
829	5.5e+07	"film producer film director movie studio hollywood filmmaking"	"en"	"Bowfinger"	13.191829	1999-08-12	0	97	6	254	"Comedy"	1999	8	12	"Steve Martin"	"male"	"Frank"	"male"
4373	0	"southern usa small town virgin independent film best friend"	"en"	"All the Real Girls"	3.65924	2003-08-01	0	108	5.9	30	"Drama"	2003	8	1	"Paul Schneider"	"male"	"David"	"male"
1602	2.5e+07	"sea surfer hawaii sport job"	"en"	"Blue Crush"	11.42943	2002-08-08	51842679	104	5.6	159	"Adventure"	2002	8	8	"Kate Bosworth"	"female"	"John"	"male"
4095	0	"brother brother relationship playground independent film sex talk art gallery"	"en"	"Me and You and Everyone We Know"	9.719094	2005-06-17	0	90	7	107	"Drama"	2005	6	17	"Miranda July"	"female"	"Miranda"	"female"
695	5.8e+07	"cuba falsely accused secret identity computer virus secret base"	"en"	"GoldenEye"	59.824565	1995-11-16	352194034	130	6.6	1174	"Thriller"	1995	11	16	"Pierce Brosnan"	"male"	"Martin"	"male"
2843	1.2e+07	"mother washington d.c. journalist adoption forgiveness"	"en"	"Philomena"	29.019504	2013-11-01	100129872	98	7.4	579	"Drama"	2013	11	1	"Judi Dench"	"female"	"Stephen"	"male"
897	0	"holiday massachusetts neighbor christmas"	"en"	"Deck the Halls"	5.952527	2006-11-22	47231070	93	5.1	109	"Comedy"	2006	11	22	"Danny DeVito"	"male"	"John"	"male"
1309	3.5e+07	"cons and scams"	"en"	"Heartbreakers"	13.932203	2001-03-23	0	123	5.7	254	"Comedy"	2001	3	23	"Sigourney Weaver"	"female"	"David"	"male"
446	7.5e+07	"prison ambush helicopter airport gas station"	"en"	"Con Air"	45.154631	1997-06-01	224012234	115	6.5	1270	"Thriller"	1997	6	1	"Nicolas Cage"	"male"	"Simon"	"male"
1099	4.5e+07	NA	"en"	"Shadow Conspiracy"	3.848893	1997-01-31	2154540	103	4	11	"Thriller"	1997	1	31	"Charlie Sheen"	"male"	"George"	"male"
1615	3e+07	"competition prisoner probation assistant  sport violence"	"en"	"Gridiron Gang"	9.278361	2006-09-15	41480851	125	6.5	206	"Drama"	2006	9	15	"Dwayne Johnson"	"male"	"Phil"	"male"
1245	4e+07	"street gang uncle female assassin witness to murder"	"en"	"Colombiana"	33.785969	2011-07-27	60965854	108	6.5	824	"Drama"	2011	7	27	"Zoe Saldana"	"female"	"Olivier"	"male"
246	1.1e+08	"rebel southern usa loss of son martial arts general"	"en"	"The Patriot"	23.657284	2000-06-28	215294342	165	6.8	1099	"Drama"	2000	6	28	"Mel Gibson"	"male"	"Roland"	"male"
